Estación,Variable,Unidad,Código,Fecha,Valor,Código de validación
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,03/04/2023,25.6,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,03/04/2023,5.59,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,03/04/2023,16.84,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,03/04/2023,12.14,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,03/04/2023,11.39,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,03/04/2023,6.02,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,03/04/2023,6.3,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,04/04/2023,-4.6,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,04/04/2023,0.0,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,04/04/2023,3.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,04/04/2023,45.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,04/04/2023,4.61,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,04/04/2023,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,04/04/2023,11.0688,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,04/04/2023,77.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,04/04/2023,45.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,04/04/2023,63.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,04/04/2023,6.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,04/04/2023,87.3,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,04/04/2023,2357.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,04/04/2023,1015.51,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,04/04/2023,1020.12,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,04/04/2023,49.4,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,04/04/2023,6.0,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,04/04/2023,18.14,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,04/04/2023,14.37,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,04/04/2023,13.1,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,04/04/2023,9.17,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,04/04/2023,18.8,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,05/04/2023,-4.1,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,05/04/2023,0.0,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,05/04/2023,27.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,05/04/2023,45.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,05/04/2023,4.08,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,05/04/2023,0.67,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,05/04/2023,9.4015,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,05/04/2023,80.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,05/04/2023,41.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,05/04/2023,62.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,05/04/2023,6.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,05/04/2023,73.8,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,05/04/2023,1956.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,05/04/2023,1016.36,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,05/04/2023,1020.97,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,05/04/2023,24.9,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,05/04/2023,5.77,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,05/04/2023,20.82,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,05/04/2023,14.54,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,05/04/2023,13.17,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,05/04/2023,6.88,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,05/04/2023,8.7,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,06/04/2023,-4.5,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,06/04/2023,0.0,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,06/04/2023,27.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,06/04/2023,45.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,06/04/2023,4.54,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,06/04/2023,1.83,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,06/04/2023,10.6021,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,06/04/2023,88.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,06/04/2023,39.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,06/04/2023,62.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,06/04/2023,6.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,06/04/2023,82.9,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,06/04/2023,2355.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,06/04/2023,1016.13,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,06/04/2023,1020.75,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,06/04/2023,40.8,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,06/04/2023,4.97,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,06/04/2023,18.33,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,06/04/2023,13.99,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,06/04/2023,12.52,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,06/04/2023,6.62,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,06/04/2023,11.4,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,07/04/2023,-4.5,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,07/04/2023,0.0,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,07/04/2023,296.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,07/04/2023,45.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,07/04/2023,4.52,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,07/04/2023,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,07/04/2023,10.6021,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,07/04/2023,82.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,07/04/2023,26.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,07/04/2023,59.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,07/04/2023,6.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,07/04/2023,82.6,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,07/04/2023,2252.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,07/04/2023,1011.12,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,07/04/2023,1015.7,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,07/04/2023,25.1,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,07/04/2023,5.37,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,07/04/2023,23.01,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,07/04/2023,15.39,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,07/04/2023,14.09,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,07/04/2023,7.09,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,07/04/2023,5.5,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,08/04/2023,-4.6,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,08/04/2023,0.0,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,08/04/2023,314.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,08/04/2023,-1.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,08/04/2023,4.64,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,08/04/2023,2.67,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,08/04/2023,10.6021,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,08/04/2023,89.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,08/04/2023,25.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,08/04/2023,62.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,08/04/2023,6.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,08/04/2023,82.3,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,08/04/2023,2276.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,08/04/2023,1012.56,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,08/04/2023,1017.14,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,08/04/2023,25.7,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,08/04/2023,5.95,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,08/04/2023,24.95,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,08/04/2023,15.63,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,08/04/2023,14.13,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,08/04/2023,6.38,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,08/04/2023,3.5,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,09/04/2023,-2.9,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,09/04/2023,0.0,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,09/04/2023,287.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,09/04/2023,270.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,09/04/2023,2.9,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,09/04/2023,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,09/04/2023,7.1011,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,09/04/2023,94.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,09/04/2023,68.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,09/04/2023,83.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,09/04/2023,5.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,09/04/2023,54.9,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,09/04/2023,1604.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,09/04/2023,1017.6,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,09/04/2023,1022.22,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,09/04/2023,30.7,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,09/04/2023,9.62,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,09/04/2023,16.48,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,09/04/2023,13.93,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,09/04/2023,12.6,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,09/04/2023,8.15,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,09/04/2023,5.9,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,10/04/2023,-0.6,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,10/04/2023,1.5,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,10/04/2023,259.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,10/04/2023,270.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,10/04/2023,2.13,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,10/04/2023,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,10/04/2023,2.4666,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,10/04/2023,94.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,10/04/2023,64.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,10/04/2023,82.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,10/04/2023,5.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,10/04/2023,19.0,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,10/04/2023,1091.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,10/04/2023,1021.53,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,10/04/2023,1026.13,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,10/04/2023,35.9,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,10/04/2023,11.64,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,10/04/2023,18.73,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,10/04/2023,15.98,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,10/04/2023,14.74,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,10/04/2023,12.0,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,10/04/2023,10.7,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,11/04/2023,-3.6,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,11/04/2023,0.0,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,11/04/2023,209.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,11/04/2023,225.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,11/04/2023,3.6,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,11/04/2023,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,11/04/2023,8.6348,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,11/04/2023,96.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,11/04/2023,54.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,11/04/2023,75.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,11/04/2023,7.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,11/04/2023,66.3,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,11/04/2023,1891.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,11/04/2023,1017.85,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,11/04/2023,1022.45,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,11/04/2023,44.9,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,11/04/2023,9.42,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,11/04/2023,18.03,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,11/04/2023,15.56,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,11/04/2023,14.1,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,11/04/2023,9.81,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,11/04/2023,13.1,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,12/04/2023,8.7,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,12/04/2023,12.2,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,12/04/2023,135.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,12/04/2023,270.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,12/04/2023,3.51,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,12/04/2023,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,12/04/2023,6.8005,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,12/04/2023,93.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,12/04/2023,51.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,12/04/2023,72.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,12/04/2023,6.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,12/04/2023,52.0,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,12/04/2023,1900.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,12/04/2023,1015.08,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,12/04/2023,1019.71,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,12/04/2023,45.8,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,12/04/2023,6.5,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,12/04/2023,14.63,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,12/04/2023,12.77,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,12/04/2023,11.45,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,12/04/2023,7.64,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,12/04/2023,13.5,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,13/04/2023,15.7,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,13/04/2023,17.6,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,13/04/2023,82.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,13/04/2023,90.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,13/04/2023,1.91,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,13/04/2023,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,13/04/2023,2.2832,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,13/04/2023,90.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,13/04/2023,68.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,13/04/2023,82.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,13/04/2023,5.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,13/04/2023,17.4,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,13/04/2023,1026.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,13/04/2023,1016.65,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,13/04/2023,1021.29,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,13/04/2023,43.1,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,13/04/2023,8.54,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,13/04/2023,13.41,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,13/04/2023,12.41,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,13/04/2023,11.48,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,13/04/2023,8.83,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,13/04/2023,13.7,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,14/04/2023,13.5,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,14/04/2023,16.1,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,14/04/2023,237.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,14/04/2023,270.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,14/04/2023,2.57,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,14/04/2023,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,14/04/2023,5.884,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,14/04/2023,95.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,14/04/2023,74.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,14/04/2023,84.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,14/04/2023,6.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,14/04/2023,44.7,1
