Estación,Variable,Unidad,Código,Fecha,Valor,Código de validación
Marco da Curra,Dirección do vento predominante a 10m,º,DVP_MODA_10m,03/04/2024,225.0,1
Marco da Curra,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,03/04/2024,1.99,1
Marco da Curra,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,03/04/2024,0.0,1
Marco da Curra,Horas de sol,h,HSOL_SUM_1.5m,03/04/2024,3.5002,1
Marco da Curra,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,03/04/2024,95.0,1
Marco da Curra,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,03/04/2024,68.0,1
Marco da Curra,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,03/04/2024,83.0,1
Marco da Curra,Insolación,%,INS_RATIO_1.5m,03/04/2024,27.7,1
Marco da Curra,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,03/04/2024,1148.0,1
Marco da Curra,Presión,hPa,PR_AVG_1.5m,03/04/2024,939.6,1
Marco da Curra,Presión reducida,hPa,PRED_AVG_1.5m,03/04/2024,1015.3,1
Marco da Curra,Refacho máximo a 10m,km/h,VV_MAX_10m,03/04/2024,76.4,1
Marco da Curra,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,03/04/2024,8.13,1
Marco da Curra,Temperatura do solo a -0.1m,ºC,TS_AVG_-0.1m,03/04/2024,8.62,1
Marco da Curra,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,03/04/2024,13.83,1
Marco da Curra,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,03/04/2024,11.25,1
Marco da Curra,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,03/04/2024,10.93,1
Marco da Curra,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,03/04/2024,8.96,1
Marco da Curra,Velocidade do vento a 10m,km/h,VV_AVG_10m,03/04/2024,37.8,1
Marco da Curra,Balance hídrico,L/m2,BH_SUM_1.5m,04/04/2024,-2.8,1
Marco da Curra,Chuvia,L/m2,PP_SUM_1.5m,04/04/2024,0.0,1
Marco da Curra,Dirección do refacho a 10m,º,DV_CONDICION_10m,04/04/2024,223.0,1
Marco da Curra,Dirección do vento predominante a 10m,º,DVP_MODA_10m,04/04/2024,225.0,1
Marco da Curra,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,04/04/2024,2.81,1
Marco da Curra,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,04/04/2024,0.0,1
Marco da Curra,Horas de sol,h,HSOL_SUM_1.5m,04/04/2024,1.8835,1
Marco da Curra,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,04/04/2024,86.0,1
Marco da Curra,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,04/04/2024,47.0,1
Marco da Curra,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,04/04/2024,71.0,1
Marco da Curra,Insolación,%,INS_RATIO_1.5m,04/04/2024,14.9,1
Marco da Curra,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,04/04/2024,973.0,1
Marco da Curra,Presión,hPa,PR_AVG_1.5m,04/04/2024,937.08,1
Marco da Curra,Presión reducida,hPa,PRED_AVG_1.5m,04/04/2024,1012.35,1
Marco da Curra,Refacho máximo a 10m,km/h,VV_MAX_10m,04/04/2024,78.6,1
Marco da Curra,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,04/04/2024,6.52,1
Marco da Curra,Temperatura do solo a -0.1m,ºC,TS_AVG_-0.1m,04/04/2024,8.93,1
Marco da Curra,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,04/04/2024,14.82,1
Marco da Curra,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,04/04/2024,11.98,1
Marco da Curra,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,04/04/2024,11.88,1
Marco da Curra,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,04/04/2024,9.7,1
Marco da Curra,Velocidade do vento a 10m,km/h,VV_AVG_10m,04/04/2024,37.9,1
Marco da Curra,Balance hídrico,L/m2,BH_SUM_1.5m,05/04/2024,-2.1,1
Marco da Curra,Chuvia,L/m2,PP_SUM_1.5m,05/04/2024,1.7,1
Marco da Curra,Dirección do refacho a 10m,º,DV_CONDICION_10m,05/04/2024,215.0,1
Marco da Curra,Dirección do vento predominante a 10m,º,DVP_MODA_10m,05/04/2024,180.0,1
Marco da Curra,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,05/04/2024,3.85,1
Marco da Curra,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,05/04/2024,0.0,1
Marco da Curra,Horas de sol,h,HSOL_SUM_1.5m,05/04/2024,5.9173,1
Marco da Curra,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,05/04/2024,98.0,1
Marco da Curra,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,05/04/2024,38.0,1
Marco da Curra,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,05/04/2024,70.0,1
Marco da Curra,Insolación,%,INS_RATIO_1.5m,05/04/2024,46.5,1
Marco da Curra,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,05/04/2024,1647.0,1
Marco da Curra,Presión,hPa,PR_AVG_1.5m,05/04/2024,930.78,1
Marco da Curra,Presión reducida,hPa,PRED_AVG_1.5m,05/04/2024,1004.68,1
Marco da Curra,Refacho máximo a 10m,km/h,VV_MAX_10m,05/04/2024,83.3,1
Marco da Curra,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,05/04/2024,8.86,1
Marco da Curra,Temperatura do solo a -0.1m,ºC,TS_AVG_-0.1m,05/04/2024,9.98,1
Marco da Curra,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,05/04/2024,19.73,1
Marco da Curra,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,05/04/2024,15.01,1
Marco da Curra,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,05/04/2024,14.94,1
Marco da Curra,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,05/04/2024,9.9,1
Marco da Curra,Velocidade do vento a 10m,km/h,VV_AVG_10m,05/04/2024,40.4,1
Marco da Curra,Balance hídrico,L/m2,BH_SUM_1.5m,06/04/2024,1.1,1
Marco da Curra,Chuvia,L/m2,PP_SUM_1.5m,06/04/2024,3.6,1
Marco da Curra,Dirección do refacho a 10m,º,DV_CONDICION_10m,06/04/2024,231.0,1
Marco da Curra,Dirección do vento predominante a 10m,º,DVP_MODA_10m,06/04/2024,225.0,1
Marco da Curra,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,06/04/2024,2.5,1
Marco da Curra,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,06/04/2024,0.0,1
Marco da Curra,Horas de sol,h,HSOL_SUM_1.5m,06/04/2024,4.5338,1
Marco da Curra,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,06/04/2024,94.0,1
Marco da Curra,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,06/04/2024,63.0,1
Marco da Curra,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,06/04/2024,83.0,1
Marco da Curra,Insolación,%,INS_RATIO_1.5m,06/04/2024,35.5,1
Marco da Curra,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,06/04/2024,1428.0,1
Marco da Curra,Presión,hPa,PR_AVG_1.5m,06/04/2024,932.42,1
Marco da Curra,Presión reducida,hPa,PRED_AVG_1.5m,06/04/2024,1007.52,1
Marco da Curra,Refacho máximo a 10m,km/h,VV_MAX_10m,06/04/2024,86.9,1
Marco da Curra,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,06/04/2024,8.15,1
Marco da Curra,Temperatura do solo a -0.1m,ºC,TS_AVG_-0.1m,06/04/2024,10.09,1
Marco da Curra,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,06/04/2024,14.91,1
Marco da Curra,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,06/04/2024,11.29,1
Marco da Curra,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,06/04/2024,11.0,1
Marco da Curra,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,06/04/2024,8.32,1
Marco da Curra,Velocidade do vento a 10m,km/h,VV_AVG_10m,06/04/2024,40.0,1
Marco da Curra,Balance hídrico,L/m2,BH_SUM_1.5m,07/04/2024,-3.5,1
Marco da Curra,Chuvia,L/m2,PP_SUM_1.5m,07/04/2024,0.0,1
Marco da Curra,Dirección do refacho a 10m,º,DV_CONDICION_10m,07/04/2024,205.0,1
Marco da Curra,Dirección do vento predominante a 10m,º,DVP_MODA_10m,07/04/2024,225.0,1
Marco da Curra,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,07/04/2024,3.47,1
Marco da Curra,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,07/04/2024,0.0,1
Marco da Curra,Horas de sol,h,HSOL_SUM_1.5m,07/04/2024,6.8675,1
Marco da Curra,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,07/04/2024,95.0,1
Marco da Curra,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,07/04/2024,50.0,1
Marco da Curra,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,07/04/2024,75.0,1
Marco da Curra,Insolación,%,INS_RATIO_1.5m,07/04/2024,53.5,1
Marco da Curra,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,07/04/2024,2054.0,1
Marco da Curra,Presión,hPa,PR_AVG_1.5m,07/04/2024,937.73,1
Marco da Curra,Presión reducida,hPa,PRED_AVG_1.5m,07/04/2024,1013.46,1
Marco da Curra,Refacho máximo a 10m,km/h,VV_MAX_10m,07/04/2024,50.6,1
Marco da Curra,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,07/04/2024,5.99,1
Marco da Curra,Temperatura do solo a -0.1m,ºC,TS_AVG_-0.1m,07/04/2024,9.54,1
Marco da Curra,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,07/04/2024,15.3,1
Marco da Curra,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,07/04/2024,11.27,1
Marco da Curra,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,07/04/2024,10.47,1
Marco da Curra,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,07/04/2024,7.37,1
Marco da Curra,Velocidade do vento a 10m,km/h,VV_AVG_10m,07/04/2024,26.6,1
Marco da Curra,Balance hídrico,L/m2,BH_SUM_1.5m,08/04/2024,21.1,1
Marco da Curra,Chuvia,L/m2,PP_SUM_1.5m,08/04/2024,22.4,1
Marco da Curra,Dirección do refacho a 10m,º,DV_CONDICION_10m,08/04/2024,196.0,1
Marco da Curra,Dirección do vento predominante a 10m,º,DVP_MODA_10m,08/04/2024,315.0,1
Marco da Curra,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,08/04/2024,1.28,1
Marco da Curra,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,08/04/2024,14.83,1
Marco da Curra,Horas de sol,h,HSOL_SUM_1.5m,08/04/2024,2.6502,1
Marco da Curra,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,08/04/2024,98.0,1
Marco da Curra,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,08/04/2024,66.0,1
Marco da Curra,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,08/04/2024,91.0,1
Marco da Curra,Insolación,%,INS_RATIO_1.5m,08/04/2024,20.6,1
Marco da Curra,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,08/04/2024,899.0,1
Marco da Curra,Presión,hPa,PR_AVG_1.5m,08/04/2024,937.63,1
Marco da Curra,Presión reducida,hPa,PRED_AVG_1.5m,08/04/2024,1014.52,1
Marco da Curra,Refacho máximo a 10m,km/h,VV_MAX_10m,08/04/2024,67.2,1
Marco da Curra,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,08/04/2024,4.86,1
Marco da Curra,Temperatura do solo a -0.1m,ºC,TS_AVG_-0.1m,08/04/2024,8.95,1
Marco da Curra,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,08/04/2024,8.86,1
Marco da Curra,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,08/04/2024,6.73,1
Marco da Curra,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,08/04/2024,6.34,1
Marco da Curra,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,08/04/2024,4.0,1
Marco da Curra,Velocidade do vento a 10m,km/h,VV_AVG_10m,08/04/2024,27.8,1
Marco da Curra,Balance hídrico,L/m2,BH_SUM_1.5m,09/04/2024,-1.4,1
Marco da Curra,Chuvia,L/m2,PP_SUM_1.5m,09/04/2024,0.6,1
Marco da Curra,Dirección do refacho a 10m,º,DV_CONDICION_10m,09/04/2024,245.0,1
Marco da Curra,Dirección do vento predominante a 10m,º,DVP_MODA_10m,09/04/2024,270.0,1
Marco da Curra,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,09/04/2024,2.04,1
Marco da Curra,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,09/04/2024,14.33,1
Marco da Curra,Horas de sol,h,HSOL_SUM_1.5m,09/04/2024,4.8335,1
Marco da Curra,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,09/04/2024,98.0,1
Marco da Curra,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,09/04/2024,68.0,1
Marco da Curra,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,09/04/2024,86.0,1
Marco da Curra,Insolación,%,INS_RATIO_1.5m,09/04/2024,37.4,1
Marco da Curra,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,09/04/2024,1439.0,1
Marco da Curra,Presión,hPa,PR_AVG_1.5m,09/04/2024,953.42,1
Marco da Curra,Presión reducida,hPa,PRED_AVG_1.5m,09/04/2024,1031.6,1
Marco da Curra,Refacho máximo a 10m,km/h,VV_MAX_10m,09/04/2024,27.5,1
Marco da Curra,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,09/04/2024,4.15,1
Marco da Curra,Temperatura do solo a -0.1m,ºC,TS_AVG_-0.1m,09/04/2024,8.26,1
Marco da Curra,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,09/04/2024,10.55,1
Marco da Curra,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,09/04/2024,7.3,1
Marco da Curra,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,09/04/2024,6.43,1
Marco da Curra,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,09/04/2024,3.46,1
Marco da Curra,Velocidade do vento a 10m,km/h,VV_AVG_10m,09/04/2024,10.8,1
Marco da Curra,Balance hídrico,L/m2,BH_SUM_1.5m,10/04/2024,-3.7,1
Marco da Curra,Chuvia,L/m2,PP_SUM_1.5m,10/04/2024,0.0,1
Marco da Curra,Dirección do refacho a 10m,º,DV_CONDICION_10m,10/04/2024,157.0,1
Marco da Curra,Dirección do vento predominante a 10m,º,DVP_MODA_10m,10/04/2024,135.0,1
Marco da Curra,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,10/04/2024,3.73,1
Marco da Curra,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,10/04/2024,7.17,1
Marco da Curra,Horas de sol,h,HSOL_SUM_1.5m,10/04/2024,10.5185,1
Marco da Curra,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,10/04/2024,96.0,1
Marco da Curra,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,10/04/2024,50.0,1
Marco da Curra,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,10/04/2024,74.0,1
Marco da Curra,Insolación,%,INS_RATIO_1.5m,10/04/2024,81.1,1
Marco da Curra,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,10/04/2024,2326.0,1
Marco da Curra,Presión,hPa,PR_AVG_1.5m,10/04/2024,955.67,1
Marco da Curra,Presión reducida,hPa,PRED_AVG_1.5m,10/04/2024,1032.51,1
Marco da Curra,Refacho máximo a 10m,km/h,VV_MAX_10m,10/04/2024,24.1,1
Marco da Curra,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,10/04/2024,6.83,1
Marco da Curra,Temperatura do solo a -0.1m,ºC,TS_AVG_-0.1m,10/04/2024,8.99,1
Marco da Curra,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,10/04/2024,19.05,1
Marco da Curra,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,10/04/2024,12.48,1
Marco da Curra,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,10/04/2024,11.69,1
Marco da Curra,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,10/04/2024,4.61,1
Marco da Curra,Velocidade do vento a 10m,km/h,VV_AVG_10m,10/04/2024,9.5,1
Marco da Curra,Balance hídrico,L/m2,BH_SUM_1.5m,11/04/2024,-5.2,1
Marco da Curra,Chuvia,L/m2,PP_SUM_1.5m,11/04/2024,0.0,1
Marco da Curra,Dirección do refacho a 10m,º,DV_CONDICION_10m,11/04/2024,131.0,1
Marco da Curra,Dirección do vento predominante a 10m,º,DVP_MODA_10m,11/04/2024,135.0,1
Marco da Curra,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,11/04/2024,5.24,1
Marco da Curra,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,11/04/2024,0.0,1
Marco da Curra,Horas de sol,h,HSOL_SUM_1.5m,11/04/2024,11.4355,1
Marco da Curra,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,11/04/2024,77.0,1
Marco da Curra,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,11/04/2024,41.0,1
Marco da Curra,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,11/04/2024,64.0,1
Marco da Curra,Insolación,%,INS_RATIO_1.5m,11/04/2024,87.8,1
Marco da Curra,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,11/04/2024,2453.0,1
Marco da Curra,Presión,hPa,PR_AVG_1.5m,11/04/2024,954.94,1
Marco da Curra,Presión reducida,hPa,PRED_AVG_1.5m,11/04/2024,1030.12,1
Marco da Curra,Refacho máximo a 10m,km/h,VV_MAX_10m,11/04/2024,33.1,1
Marco da Curra,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,11/04/2024,10.06,1
Marco da Curra,Temperatura do solo a -0.1m,ºC,TS_AVG_-0.1m,11/04/2024,10.97,1
Marco da Curra,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,11/04/2024,25.64,1
Marco da Curra,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,11/04/2024,17.84,1
Marco da Curra,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,11/04/2024,17.23,1
Marco da Curra,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,11/04/2024,11.01,1
Marco da Curra,Velocidade do vento a 10m,km/h,VV_AVG_10m,11/04/2024,14.4,1
Marco da Curra,Balance hídrico,L/m2,BH_SUM_1.5m,12/04/2024,-6.2,1
Marco da Curra,Chuvia,L/m2,PP_SUM_1.5m,12/04/2024,0.0,1
Marco da Curra,Dirección do refacho a 10m,º,DV_CONDICION_10m,12/04/2024,163.0,1
Marco da Curra,Dirección do vento predominante a 10m,º,DVP_MODA_10m,12/04/2024,180.0,1
Marco da Curra,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,12/04/2024,6.22,1
Marco da Curra,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,12/04/2024,0.0,1
Marco da Curra,Horas de sol,h,HSOL_SUM_1.5m,12/04/2024,11.6023,1
Marco da Curra,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,12/04/2024,72.0,1
Marco da Curra,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,12/04/2024,39.0,1
Marco da Curra,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,12/04/2024,59.0,1
Marco da Curra,Insolación,%,INS_RATIO_1.5m,12/04/2024,88.8,1
Marco da Curra,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,12/04/2024,2572.0,1
Marco da Curra,Presión,hPa,PR_AVG_1.5m,12/04/2024,954.46,1
Marco da Curra,Presión reducida,hPa,PRED_AVG_1.5m,12/04/2024,1028.74,1
Marco da Curra,Refacho máximo a 10m,km/h,VV_MAX_10m,12/04/2024,29.4,1
Marco da Curra,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,12/04/2024,11.87,1
Marco da Curra,Temperatura do solo a -0.1m,ºC,TS_AVG_-0.1m,12/04/2024,12.77,1
Marco da Curra,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,12/04/2024,26.35,1
Marco da Curra,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,12/04/2024,20.06,1
Marco da Curra,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,12/04/2024,20.33,1
Marco da Curra,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,12/04/2024,15.96,1
Marco da Curra,Velocidade do vento a 10m,km/h,VV_AVG_10m,12/04/2024,13.5,1
Marco da Curra,Balance hídrico,L/m2,BH_SUM_1.5m,13/04/2024,-5.8,1
Marco da Curra,Chuvia,L/m2,PP_SUM_1.5m,13/04/2024,0.0,1
Marco da Curra,Dirección do refacho a 10m,º,DV_CONDICION_10m,13/04/2024,339.0,1
Marco da Curra,Dirección do vento predominante a 10m,º,DVP_MODA_10m,13/04/2024,315.0,1
Marco da Curra,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,13/04/2024,5.77,1
Marco da Curra,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,13/04/2024,0.0,1
Marco da Curra,Horas de sol,h,HSOL_SUM_1.5m,13/04/2024,11.5188,1
Marco da Curra,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,13/04/2024,69.0,1
Marco da Curra,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,13/04/2024,48.0,1
Marco da Curra,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,13/04/2024,58.0,1
Marco da Curra,Insolación,%,INS_RATIO_1.5m,13/04/2024,87.8,1
Marco da Curra,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,13/04/2024,2374.0,1
Marco da Curra,Presión,hPa,PR_AVG_1.5m,13/04/2024,952.62,1
Marco da Curra,Presión reducida,hPa,PRED_AVG_1.5m,13/04/2024,1026.94,1
Marco da Curra,Refacho máximo a 10m,km/h,VV_MAX_10m,13/04/2024,27.3,1
Marco da Curra,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,13/04/2024,11.19,1
Marco da Curra,Temperatura do solo a -0.1m,ºC,TS_AVG_-0.1m,13/04/2024,13.32,1
Marco da Curra,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,13/04/2024,23.39,1
Marco da Curra,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,13/04/2024,19.05,1
Marco da Curra,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,13/04/2024,19.65,1
Marco da Curra,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,13/04/2024,15.87,1
Marco da Curra,Velocidade do vento a 10m,km/h,VV_AVG_10m,13/04/2024,9.5,1
Marco da Curra,Balance hídrico,L/m2,BH_SUM_1.5m,14/04/2024,-5.5,1
Marco da Curra,Chuvia,L/m2,PP_SUM_1.5m,14/04/2024,0.0,1
Marco da Curra,Dirección do refacho a 10m,º,DV_CONDICION_10m,14/04/2024,353.0,1
Marco da Curra,Dirección do vento predominante a 10m,º,DVP_MODA_10m,14/04/2024,0.0,1
Marco da Curra,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,14/04/2024,5.47,1
Marco da Curra,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,14/04/2024,0.0,1
Marco da Curra,Horas de sol,h,HSOL_SUM_1.5m,14/04/2024,11.2188,1
Marco da Curra,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,14/04/2024,98.0,1
Marco da Curra,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,14/04/2024,44.0,1
Marco da Curra,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,14/04/2024,63.0,1
Marco da Curra,Insolación,%,INS_RATIO_1.5m,14/04/2024,85.2,1
Marco da Curra,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,14/04/2024,2527.0,1
Marco da Curra,Presión,hPa,PR_AVG_1.5m,14/04/2024,950.05,1
Marco da Curra,Presión reducida,hPa,PRED_AVG_1.5m,14/04/2024,1024.96,1
Marco da Curra,Refacho máximo a 10m,km/h,VV_MAX_10m,14/04/2024,30.6,1
Marco da Curra,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,14/04/2024,9.35,1
Marco da Curra,Temperatura do solo a -0.1m,ºC,TS_AVG_-0.1m,14/04/2024,13.01,1
Marco da Curra,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,14/04/2024,22.03,1
