Estación,Variable,Unidad,Código,Fecha,Valor,Código de validación
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,22/02/2025,0.3,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,22/02/2025,2.7,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,22/02/2025,193.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,22/02/2025,180.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,22/02/2025,2.4,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,22/02/2025,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,22/02/2025,6.7343,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,22/02/2025,94.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,22/02/2025,64.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,22/02/2025,83.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,22/02/2025,3.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,22/02/2025,63.2,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,22/02/2025,1257.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,22/02/2025,1018.55,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,22/02/2025,1023.2,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,22/02/2025,31.8,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,22/02/2025,8.03,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,22/02/2025,14.53,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,22/02/2025,10.81,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,22/02/2025,10.94,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,22/02/2025,7.77,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,22/02/2025,7.0,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,23/02/2025,-2.6,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,23/02/2025,0.0,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,23/02/2025,194.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,23/02/2025,180.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,23/02/2025,2.56,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,23/02/2025,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,23/02/2025,5.7174,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,23/02/2025,94.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,23/02/2025,48.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,23/02/2025,70.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,23/02/2025,3.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,23/02/2025,53.4,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,23/02/2025,1125.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,23/02/2025,1023.35,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,23/02/2025,1028.0,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,23/02/2025,46.0,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,23/02/2025,7.18,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,23/02/2025,17.45,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,23/02/2025,12.41,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,23/02/2025,12.85,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,23/02/2025,7.89,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,23/02/2025,15.0,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,24/02/2025,75.6,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,24/02/2025,76.3,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,24/02/2025,190.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,24/02/2025,180.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,24/02/2025,0.69,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,24/02/2025,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,24/02/2025,0.0,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,24/02/2025,95.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,24/02/2025,68.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,24/02/2025,87.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,24/02/2025,1.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,24/02/2025,0.0,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,24/02/2025,168.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,24/02/2025,1019.12,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,24/02/2025,1023.73,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,24/02/2025,53.5,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,24/02/2025,11.18,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,24/02/2025,14.45,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,24/02/2025,12.98,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,24/02/2025,13.36,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,24/02/2025,12.23,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,24/02/2025,12.8,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,25/02/2025,1.4,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,25/02/2025,3.8,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,25/02/2025,290.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,25/02/2025,270.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,25/02/2025,2.42,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,25/02/2025,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,25/02/2025,5.5676,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,25/02/2025,92.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,25/02/2025,56.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,25/02/2025,76.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,25/02/2025,3.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,25/02/2025,51.6,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,25/02/2025,1210.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,25/02/2025,1024.68,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,25/02/2025,1029.36,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,25/02/2025,28.3,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,25/02/2025,7.1,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,25/02/2025,14.93,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,25/02/2025,11.18,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,25/02/2025,11.33,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,25/02/2025,8.41,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,25/02/2025,5.7,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,26/02/2025,-2.6,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,26/02/2025,0.0,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,26/02/2025,237.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,26/02/2025,180.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,26/02/2025,2.59,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,26/02/2025,1.33,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,26/02/2025,7.4008,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,26/02/2025,91.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,26/02/2025,52.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,26/02/2025,75.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,26/02/2025,3.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,26/02/2025,68.2,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,26/02/2025,1379.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,26/02/2025,1022.47,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,26/02/2025,1027.15,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,26/02/2025,31.0,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,26/02/2025,6.33,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,26/02/2025,15.68,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,26/02/2025,10.58,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,26/02/2025,10.72,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,26/02/2025,6.68,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,26/02/2025,8.7,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,27/02/2025,-2.5,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,27/02/2025,0.0,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,27/02/2025,46.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,27/02/2025,45.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,27/02/2025,2.46,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,27/02/2025,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,27/02/2025,6.1343,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,27/02/2025,91.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,27/02/2025,45.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,27/02/2025,72.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,27/02/2025,3.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,27/02/2025,56.3,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,27/02/2025,1250.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,27/02/2025,1014.88,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,27/02/2025,1019.5,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,27/02/2025,40.7,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,27/02/2025,6.75,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,27/02/2025,17.58,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,27/02/2025,12.1,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,27/02/2025,12.06,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,27/02/2025,8.04,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,27/02/2025,7.5,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,28/02/2025,-3.3,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,28/02/2025,0.0,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,28/02/2025,51.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,28/02/2025,45.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,28/02/2025,3.26,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,28/02/2025,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,28/02/2025,7.5007,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,28/02/2025,82.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,28/02/2025,59.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,28/02/2025,70.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,28/02/2025,4.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,28/02/2025,68.5,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,28/02/2025,1543.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,28/02/2025,1015.73,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,28/02/2025,1020.35,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,28/02/2025,50.0,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,28/02/2025,7.04,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,28/02/2025,15.63,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,28/02/2025,12.56,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,28/02/2025,12.48,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,28/02/2025,10.8,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,28/02/2025,17.8,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,01/03/2025,-3.8,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,01/03/2025,0.0,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,01/03/2025,49.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,01/03/2025,45.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,01/03/2025,3.78,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,01/03/2025,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,01/03/2025,6.8175,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,01/03/2025,65.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,01/03/2025,43.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,01/03/2025,55.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,01/03/2025,4.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,01/03/2025,62.0,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,01/03/2025,1347.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,01/03/2025,1018.75,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,01/03/2025,1023.41,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,01/03/2025,67.0,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,01/03/2025,2.18,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,01/03/2025,13.5,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,01/03/2025,10.77,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,01/03/2025,11.08,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,01/03/2025,9.79,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,01/03/2025,22.0,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,02/03/2025,-3.0,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,02/03/2025,0.0,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,02/03/2025,21.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,02/03/2025,45.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,02/03/2025,3.0,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,02/03/2025,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,02/03/2025,6.234,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,02/03/2025,69.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,02/03/2025,48.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,02/03/2025,60.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,02/03/2025,3.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,02/03/2025,56.4,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,02/03/2025,1187.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,02/03/2025,1018.93,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,02/03/2025,1023.61,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,02/03/2025,54.5,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,02/03/2025,2.39,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,02/03/2025,12.49,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,02/03/2025,9.49,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,02/03/2025,9.88,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,02/03/2025,7.92,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,02/03/2025,16.8,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,03/03/2025,-3.2,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,03/03/2025,0.0,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,03/03/2025,42.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,03/03/2025,45.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,03/03/2025,3.23,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,03/03/2025,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,03/03/2025,8.2516,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,03/03/2025,79.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,03/03/2025,53.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,03/03/2025,67.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,03/03/2025,5.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,03/03/2025,74.4,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,03/03/2025,1620.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,03/03/2025,1014.71,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,03/03/2025,1019.33,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,03/03/2025,45.2,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,03/03/2025,6.36,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,03/03/2025,16.85,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,03/03/2025,12.34,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,03/03/2025,12.49,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,03/03/2025,8.76,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,03/03/2025,14.0,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,04/03/2025,-3.1,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,04/03/2025,0.0,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,04/03/2025,44.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,04/03/2025,45.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,04/03/2025,3.15,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,04/03/2025,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,04/03/2025,8.2346,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,04/03/2025,80.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,04/03/2025,57.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,04/03/2025,72.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,04/03/2025,4.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,04/03/2025,73.9,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,04/03/2025,1476.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,04/03/2025,1014.46,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,04/03/2025,1019.04,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,04/03/2025,46.0,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,04/03/2025,8.82,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,04/03/2025,17.62,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,04/03/2025,13.7,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,04/03/2025,13.97,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,04/03/2025,11.66,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,04/03/2025,16.1,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,05/03/2025,-0.3,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,05/03/2025,2.5,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,05/03/2025,202.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,05/03/2025,45.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,05/03/2025,2.82,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,05/03/2025,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,05/03/2025,6.1178,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,05/03/2025,90.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,05/03/2025,48.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,05/03/2025,77.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,05/03/2025,4.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,05/03/2025,54.7,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,05/03/2025,1377.0,1
CIS Ferrol,Presión,hPa,PR_AVG_1.5m,05/03/2025,1010.95,1
CIS Ferrol,Presión reducida,hPa,PRED_AVG_1.5m,05/03/2025,1015.52,1
CIS Ferrol,Refacho máximo a 10m,km/h,VV_MAX_10m,05/03/2025,32.2,1
CIS Ferrol,Temperatura de orballo a 1.5m,ºC,TO_AVG_1.5m,05/03/2025,9.9,1
CIS Ferrol,Temperatura máxima a 1.5m,ºC,TA_MAX_1.5m,05/03/2025,20.73,1
CIS Ferrol,Temperatura media a 0.1m,ºC,TA_AVG_0.1m,05/03/2025,14.08,1
CIS Ferrol,Temperatura media a 1.5m,ºC,TA_AVG_1.5m,05/03/2025,14.14,1
CIS Ferrol,Temperatura mínima a 1.5m,ºC,TA_MIN_1.5m,05/03/2025,10.93,1
CIS Ferrol,Velocidade do vento a 10m,km/h,VV_AVG_10m,05/03/2025,6.1,1
CIS Ferrol,Balance hídrico,L/m2,BH_SUM_1.5m,06/03/2025,1.2,1
CIS Ferrol,Chuvia,L/m2,PP_SUM_1.5m,06/03/2025,2.2,1
CIS Ferrol,Dirección do refacho a 10m,º,DV_CONDICION_10m,06/03/2025,267.0,1
CIS Ferrol,Dirección do vento predominante a 10m,º,DVP_MODA_10m,06/03/2025,-1.0,1
CIS Ferrol,Evapotraspiración de referencia,L/m2,ET0_SUM_1.5m,06/03/2025,0.96,1
CIS Ferrol,Horas de frío ( <=7ºC),h,HFRIO_RECUENTO_1.5m,06/03/2025,0.0,1
CIS Ferrol,Horas de sol,h,HSOL_SUM_1.5m,06/03/2025,0.3167,1
CIS Ferrol,Humidade relativa  máxima a 1.5m,%,HR_MAX_1.5m,06/03/2025,94.0,1
CIS Ferrol,Humidade relativa  mínima a 1.5m,%,HR_MIN_1.5m,06/03/2025,77.0,1
CIS Ferrol,Humidade relativa media a 1.5m,%,HR_AVG_1.5m,06/03/2025,90.0,1
CIS Ferrol,Índice Ultravioleta máximo,-,IUVX_MAX_1.5m,06/03/2025,2.0,1
CIS Ferrol,Insolación,%,INS_RATIO_1.5m,06/03/2025,2.8,1
CIS Ferrol,Irradiación global diaria,10kJ/(m2.día),IRD_SUM_1.5m,06/03/2025,431.0,1
