Marca,Modelo,Precio,KM,Año,Tipo_de_combustible,CV,Ubicacion,Transmision,Codigo_postal,Comunidad_Autonoma
Volkswagen,passat,18390,117244,2020,Diésel,150.0,BURGOS,Automático,09001,Castilla y León
Bmw,x3,8995,163000,2009,Diésel,177.0,FUENLABRADA,Automático,28940,Comunidad de Madrid
Renault,fluence,4540,180937,2010,Diésel,106.0,ALICANTE,Manual,03006,Comunidad Valenciana
Seat,ibiza,13332,17206,2021,Gasolina,110.0,BESÒS,Manual,08903,Cataluña
Citroen,c4,13190,128042,2021,Diésel,131.0,MADRID,Automático,28021,Comunidad de Madrid
Opel,corsa,9490,65278,2021,Gasolina,101.0,MADRID,Manual,28021,Comunidad de Madrid
Opel,astra,15490,28223,2023,Gasolina,131.0,ZARAGOZA,Manual,50012,Aragón
Peugeot,2008,16900,5268,2024,Gasolina,101.0,Villalba,Manual,28400,Comunidad de Madrid
Skoda,karoq,16989,33851,2021,Gasolina,116.0,ALBACETE,Automático,02006,Andalucía
Bmw,318,35900,9700,2023,Diésel,150.0,ARROYOMOLINOS,Automático,28939,Comunidad de Madrid
Bmw,320,18990,159000,2016,Diésel,190.0,CANARIA,Automático,35013,Canarias
Bmw,x3,38900,22700,2022,Diésel,190.0,ARROYOMOLINOS,Automático,28939,Comunidad de Madrid
Fiat,tipo,14900,39660,2022,Diésel,131.0,TERRASSA,Manual,08226,Cataluña
Peugeot,2008,8450,191000,2018,Diésel,99.0,TORREVIEJA,Manual,03181,Comunidad Valenciana
Hyundai,tucson,31500,5100,2024,Gasolina,230.0,ALICANTE,Automático,03007,Comunidad Valenciana
Renault,scenic,5500,130000,2010,Diésel,106.0,MADRID,Manual,28038,Comunidad de Madrid
Chevrolet,camaro,54000,6000,2023,Gasolina,461.0,ZARAGOZA,Automático,50197,Aragón
Mercedes-benz,v,29900,178000,2016,Diésel,163.0,MADRID,Automático,28015,Comunidad de Madrid
Mercedes-benz,a 180,15490,153000,2017,Diésel,109.0,PARLA,Automático,28982,Comunidad de Madrid
Mercedes-benz,e 220,56900,17900,2024,Diésel,200.0,MALAGA,Automático,29006,Andalucía
Renault,captur,10990,78700,2014,Gasolina,120.0,GANDIA,Automático,46702,Comunidad Valenciana
Nissan,x-trail,30990,6300,2024,Gasolina,207.0,TARRAGONA,Automático,43006,Cataluña
Mercedes-benz,unknown,18490,116800,2019,Diésel,160.0,Campo,Manual,28840,Comunidad de Madrid
Nissan,juke,16270,33251,2022,Gasolina,114.0,MADRID,Manual,28914,Comunidad de Madrid
Peugeot,5008,13500,41000,2018,Gasolina,131.0,BADAJOZ,Manual,06011,Extremadura
Mercedes-benz,gle 350,47990,127000,2017,Diésel,258.0,LEGANES,Automático,06030,Extremadura
Mercedes-benz,gla 200,21900,56000,2018,Gasolina,156.0,MATARÓ,Automático,08302,Cataluña
Nissan,x-trail,30990,6300,2024,Gasolina,207.0,TARRAGONA,Automático,43006,Cataluña
Mercedes-benz,unknown,18490,116800,2019,Diésel,160.0,Campo,Manual,28840,Comunidad de Madrid
Nissan,juke,16270,33251,2022,Gasolina,114.0,MADRID,Manual,28914,Comunidad de Madrid
Mercedes-benz,gla 200,21900,56000,2018,Gasolina,156.0,MATARÓ,Automático,08302,Cataluña
Toyota,yaris cross,18990,60443,2023,Electro/Gasolina,116.0,MADRID,Automático,28021,Comunidad de Madrid
Ford,kuga,14990,94162,2018,Gasolina,182.0,REY,Automático,45280,Castilla-La Mancha
Renault,megane,8995,149000,2017,Diésel,90.0,CANARIA,Manual,35018,Canarias
Mini,one,4500,146000,2004,Gasolina,90.0,ERRENTERIA,Manual,20100,País Vasco
Peugeot,2008,6500,205000,2014,Gasolina,82.0,ZAMORA,Manual,49023,Castilla y León
Mini,cooper cabrio,29485,17350,2024,Gasolina,136.0,MAJADAHONDA,Automático,28220,Comunidad de Madrid
Renault,captur,21990,13476,2024,Gasolina,140.0,SANTANDER,Automático,39011,Cantabria
Opel,mokka,10475,35000,2016,Gasolina,140.0,Terrassa,Automático,08223,Cataluña
Renault,kadjar,10999,139301,2016,Gasolina,132.0,MADRID,Automático,28050,Comunidad de Madrid
Ford,kuga,11790,111015,2018,Diésel,140.0,Colloto,Manual,33010,Asturias
Mazda,cx-5,18990,80478,2021,Gasolina,165.0,MÁLAGA,Manual,29001,Andalucía
Citroen,c5 aircross,11900,45000,2020,Gasolina,131.0,Ourense,Manual,32915,Galicia
Mercedes-benz,glk 320,16990,173000,2010,Diésel,224.0,utrera,Automático,41710,Andalucía
Nissan,x-trail,35200,13651,2024,Gasolina,207.0,MADRID,Automático,28050,Comunidad de Madrid
Ford,fiesta,3990,130000,2004,Gasolina,69.0,REUS,Manual,43206,Cataluña
Cupra,leon,24455,24539,2024,Gasolina,190.0,BARCELONA,Automático,08030,Cataluña
Volkswagen,golf,7900,269000,2010,Diésel,105.0,CORUÑA,Manual,15270,Galicia
Bmw,x2,22990,109362,2020,Gasolina,178.0,VALENCIA,Automático,46017,Comunidad Valenciana
Hyundai,i30,22980,79000,2019,Gasolina,275.0,CAMPO,Manual,28840,Comunidad de Madrid
Renault,grand scenic,3500,290000,2009,Diésel,131.0,Brujas,Manual,30161,Región de Murcia
Volkswagen,t-roc,23900,30330,2023,Gasolina,150.0,TERRASSA,Automático,08226,Cataluña
Kia,ev9,54500,1500,2023,Eléctrico,11.0,ZARAGOZA,Automático,50014,Aragón
Ssangyong,rexton,5590,180000,2006,Diésel,165.0,Erandio,Manual,48950,País Vasco
Ford,puma,17999,40,2025,Gasolina,125.0,ASPE,Manual,03680,Comunidad Valenciana
Bmw,318,15900,139244,2017,Diésel,150.0,Madrid,Automático,28031,Comunidad de Madrid
Opel,crossland,12290,45612,2022,Gasolina,110.0,MADRID,Manual,28021,Comunidad de Madrid
Peugeot,rifter,14990,57000,2020,Diésel,99.0,TARREGA,Manual,25300,Cataluña
Mercedes-benz,c 220,15995,242000,2016,Diésel,170.0,Ajalvir,Automático,28864,Comunidad de Madrid
Cupra,formentor,22550,24901,2024,Gasolina,150.0,MADRID,Manual,28042,Comunidad de Madrid
Nissan,qashqai,13900,88427,2018,Gasolina,116.0,MALAGA,Manual,29004,Andalucía
Hyundai,kona,15900,79653,2020,Eléctrico,204.0,MADRID,Automático,28914,Comunidad de Madrid
Toyota,c-hr,17990,66000,2019,Electro/Gasolina,122.0,Canaria,Automático,35004,Canarias
Seat,toledo,6990,193720,2018,Gasolina,95.0,MOSTOLES,Manual,28938,Comunidad de Madrid
Bmw,x1,20150,97711,2022,Diésel,116.0,ALICANTE,Manual,03006,Comunidad Valenciana
Dacia,sandero,8500,39610,2019,Gasolina,75.0,TENERIFE,Manual,38007,Canarias
Mercedes-benz,s 63 amg,59900,110000,2017,Gasolina,585.0,SEGURA,Automático,30500,Región de Murcia
Toyota,c-hr,17990,66000,2019,Electro/Gasolina,122.0,Canaria,Automático,35004,Canarias
Seat,toledo,6990,193720,2018,Gasolina,95.0,MOSTOLES,Manual,28938,Comunidad de Madrid
Bmw,x1,20150,97711,2022,Diésel,116.0,ALICANTE,Manual,03006,Comunidad Valenciana
Audi,a3,7999,230000,2008,Gasolina,125.0,GRAMANET,Manual,08921,Cataluña
Dacia,sandero,8500,39610,2019,Gasolina,75.0,TENERIFE,Manual,38007,Canarias
Mercedes-benz,s 63 amg,59900,110000,2017,Gasolina,585.0,SEGURA,Automático,30500,Región de Murcia
Volkswagen,touareg,18900,112000,2011,Diésel,245.0,Tarragona,Automático,43710,Cataluña
Audi,a3,4999,290000,2005,Diésel,140.0,VALENCIA,Manual,46035,Comunidad Valenciana
Mercedes-benz,b 170,9900,81200,2009,Gasolina,116.0,VENDRELL,Manual,43700,Cataluña
Ssangyong,torres,25890,10061,2024,Gasolina,163.0,MADRID,Automático,28021,Comunidad de Madrid
Peugeot,508,17090,145008,2019,Diésel,177.0,MADRID,Automático,28021,Comunidad de Madrid
Seat,leon,9490,162280,2020,Diésel,116.0,REY,Manual,45280,Castilla-La Mancha
Citroen,c6,16900,132073,2010,Diésel,241.0,LUGO,Automático,27003,Galicia
Mercedes-benz,cla 250,28900,70888,2021,Electro/Gasolina,218.0,ZARAGOZA,Automático,50012,Aragón
Subaru,xv,12499,113999,2015,Diésel,147.0,BESÒS,Manual,08903,Cataluña
Volvo,xc40,23900,132400,2019,Diésel,190.0,ARROYOMOLINOS,Automático,28939,Comunidad de Madrid
Nissan,terrano,7499,270000,2001,Diésel,99.0,SUNBILLA,Manual,31791,Comunidad Foral de Navarra
Porsche,macan,37900,122000,2016,Diésel,258.0,VIGO,Automático,36214,Galicia
Bmw,118,16900,52327,2019,Gasolina,136.0,Peligros,Manual,18210,Andalucía
Ford,mustang,31290,85790,2017,Gasolina,419.0,SABADELL,Automático,08204,Cataluña
Mg,hs,18590,22088,2024,Gasolina,162.0,MADRID,Automático,28021,Comunidad de Madrid
Peugeot,unknown,19490,180000,2017,Diésel,116.0,Valdemoro,Manual,28343,Comunidad de Madrid
Nissan,micra,6990,178126,2019,Gasolina,90.0,MOSTOLES,Manual,28938,Comunidad de Madrid
Land rover,range rover velar,24550,119000,2019,Diésel,179.0,ROZAS-EUROPOLIS,Automático,28232,Comunidad de Madrid
Mercedes-benz,unknown,6490,290000,2003,Diésel,177.0,ORDES,Automático,15680,Galicia
Bmw,x1,13999,166000,2014,Diésel,184.0,BERRIOPLANO/BERRIOBEITI,Automático,31195,Comunidad Foral de Navarra
Seat,ateca,17332,108894,2019,Diésel,150.0,BESÒS,Automático,08903,Cataluña
Mercedes-benz,s 350,23900,140000,2012,Diésel,258.0,LLOBREGAT,Automático,08023,Cataluña
Mercedes-benz,c 300,39000,50000,2024,Electro/Diésel,231.0,PALAFRUGELL,Automático,17200,Cataluña
Kia,sportage,12775,212399,2018,Diésel,116.0,PARLA,Automático,28983,Comunidad de Madrid
Volkswagen,t-roc,17290,126207,2021,Gasolina,150.0,MADRID,Automático,28021,Comunidad de Madrid
Bmw,116,10480,215000,2017,Diésel,116.0,Campo,Manual,28840,Comunidad de Madrid
Cupra,formentor,22250,30601,2024,Gasolina,150.0,CASTRILLÓN,Manual,33459,Asturias
Audi,a3,15950,88079,2016,Diésel,110.0,MADRID,Manual,28045,Comunidad de Madrid
Bmw,x4,37990,40000,2021,Diésel,190.0,MALAGA,Automático,29001,Andalucía
Lexus,rz,41000,5059,2025,Eléctrico,204.0,LEJON,Automático,48940,País Vasco
Porsche,panamera,38500,144500,2014,Diésel,300.0,VITORIA,Automático,01013,País Vasco
Seat,ibiza,5400,198000,2009,Diésel,105.0,GRIÑON,Manual,45216,Castilla-La Mancha
Peugeot,3008,13980,225000,2017,Diésel,181.0,CAMPO,Automático,28840,Comunidad de Madrid
Mercedes-benz,cla 200,39990,28000,2023,Diésel,150.0,LEGANES,Automático,06030,Extremadura
Ford,kuga,11790,111015,2018,Diésel,140.0,Ourense,Manual,32915,Galicia
Bmw,x5,37172,104368,2019,Electro/Gasolina,394.0,MADRID,Automático,28649,Comunidad de Madrid
Kia,rio,10995,42000,2020,Gasolina,84.0,CANARIA,Manual,35018,Canarias
Volkswagen,passat,5800,210000,2007,Diésel,140.0,LEBRIJA,Automático,41740,Andalucía
Citroen,c-elysée,7900,83500,2017,Diésel,99.0,REI,Manual,27200,Galicia
Bmw,x1,20500,4000,2017,Diésel,116.0,MADRID,Manual,28049,Comunidad de Madrid
Skoda,octavia,16690,109664,2022,Diésel,150.0,MADRID,Automático,28021,Comunidad de Madrid
Bmw,x5,17800,336850,2015,Diésel,258.0,LOGROÑO,Automático,26005,La Rioja
Peugeot,308,4900,118000,2010,Diésel,92.0,POBLET,Manual,46930,Comunidad Valenciana
Citroen,c5 aircross,12627,114464,2020,Gasolina,131.0,Málaga,Manual,29004,Andalucía
Ford,kuga,8899,272000,2013,Diésel,140.0,ALMENDRALEJO,Manual,06200,Extremadura
Volkswagen,golf,16100,54830,2020,Eléctrico,136.0,RIVAS-VACIAMADRID,Automático,28522,Comunidad de Madrid
Volkswagen,t-cross,13590,128995,2022,Gasolina,110.0,MADRID,Manual,28021,Comunidad de Madrid
Citroen,c3,14200,10,2025,Gasolina,101.0,Villalba,Manual,28400,Comunidad de Madrid
Mercedes-benz,e 250,23890,119175,2021,Gasolina,218.0,REY,Automático,28500,Comunidad de Madrid
Skoda,kodiaq,22000,159700,2021,Diésel,150.0,TARRAGONA,Automático,43006,Cataluña
Volvo,xc40,24291,83972,2018,Diésel,190.0,REY,Automático,45280,Castilla-La Mancha
Fiat,500l,8990,89836,2018,Gasolina,120.0,HENARES,Manual,28805,Comunidad de Madrid
Kia,xceed,18500,17900,2023,Gasolina,120.0,BURGOS,Manual,09001,Castilla y León
Mercedes-benz,gle 350,48990,101195,2021,Electro/Diésel,320.0,Málaga,Automático,29004,Andalucía
