Comunidad Autónoma,Año,CO2,lat,lon
MELILLA,2005,3570,35.2918698,-2.9409026
MELILLA,2006,3950,35.2918698,-2.9409026
MELILLA,2007,4160,35.2918698,-2.9409026
MELILLA,2008,4220,35.2918698,-2.9409026
MELILLA,2009,4010,35.2918698,-2.9409026
MELILLA,2010,4110,35.2918698,-2.9409026
MELILLA,2011,4000,35.2918698,-2.9409026
MELILLA,2012,4700,35.2918698,-2.9409026
MELILLA,2013,4100,35.2918698,-2.9409026
MELILLA,2014,3630,35.2918698,-2.9409026
MELILLA,2015,3940,35.2918698,-2.9409026
MELILLA,2016,4320,35.2918698,-2.9409026
MELILLA,2017,5130,35.2918698,-2.9409026
MELILLA,2018,4690,35.2918698,-2.9409026
MELILLA,2019,4260,35.2918698,-2.9409026
MELILLA,2020,3570,35.2918698,-2.9409026
MELILLA,2021,3440,35.2918698,-2.9409026
MELILLA,2022,3470,35.2918698,-2.9409026
NAVARRA,1990,4029,42.6125488,-1.8307877
NAVARRA,1991,4232,42.6125488,-1.8307877
NAVARRA,1992,4076,42.6125488,-1.8307877
NAVARRA,1993,3853,42.6125488,-1.8307877
NAVARRA,1994,4359,42.6125488,-1.8307877
NAVARRA,1995,4559,42.6125488,-1.8307877
NAVARRA,1996,4636,42.6125488,-1.8307877
NAVARRA,1997,456,42.6125488,-1.8307877
NAVARRA,1998,4663,42.6125488,-1.8307877
NAVARRA,1999,493,42.6125488,-1.8307877
NAVARRA,2000,3593,42.6125488,-1.8307877
NAVARRA,2001,3564,42.6125488,-1.8307877
NAVARRA,2002,3899,42.6125488,-1.8307877
NAVARRA,2003,5127,42.6125488,-1.8307877
NAVARRA,2004,6015,42.6125488,-1.8307877
NAVARRA,2005,5757,42.6125488,-1.8307877
NAVARRA,2006,5537,42.6125488,-1.8307877
NAVARRA,2007,5487,42.6125488,-1.8307877
NAVARRA,2008,5755,42.6125488,-1.8307877
NAVARRA,2009,5292,42.6125488,-1.8307877
NAVARRA,2010,5285,42.6125488,-1.8307877
NAVARRA,2011,4177,42.6125488,-1.8307877
NAVARRA,2012,3722,42.6125488,-1.8307877
NAVARRA,2013,3508,42.6125488,-1.8307877
NAVARRA,2014,3424,42.6125488,-1.8307877
NAVARRA,2015,3813,42.6125488,-1.8307877
NAVARRA,2016,4178,42.6125488,-1.8307877
NAVARRA,2017,3873,42.6125488,-1.8307877
NAVARRA,2018,3787,42.6125488,-1.8307877
NAVARRA,2019,4766,42.6125488,-1.8307877
NAVARRA,2020,4126,42.6125488,-1.8307877
NAVARRA,2021,4842,42.6125488,-1.8307877
NAVARRA,2022,4661,42.6125488,-1.8307877
PAÍS VASCO,1990,15361,42.7286531,-1.9738375
PAÍS VASCO,1991,17075,42.7286531,-1.9738375
PAÍS VASCO,1992,16802,42.7286531,-1.9738375
PAÍS VASCO,1993,15796,42.7286531,-1.9738375
PAÍS VASCO,1994,17508,42.7286531,-1.9738375
PAÍS VASCO,1995,16197,42.7286531,-1.9738375
PAÍS VASCO,1996,14925,42.7286531,-1.9738375
PAÍS VASCO,1997,15633,42.7286531,-1.9738375
PAÍS VASCO,1998,1636,42.7286531,-1.9738375
PAÍS VASCO,1999,17502,42.7286531,-1.9738375
PAÍS VASCO,2000,19088,42.7286531,-1.9738375
PAÍS VASCO,2001,18544,42.7286531,-1.9738375
PAÍS VASCO,2002,20823,42.7286531,-1.9738375
PAÍS VASCO,2003,20523,42.7286531,-1.9738375
PAÍS VASCO,2004,21178,42.7286531,-1.9738375
PAÍS VASCO,2005,23036,42.7286531,-1.9738375
PAÍS VASCO,2006,22938,42.7286531,-1.9738375
PAÍS VASCO,2007,21873,42.7286531,-1.9738375
PAÍS VASCO,2008,21891,42.7286531,-1.9738375
PAÍS VASCO,2009,20931,42.7286531,-1.9738375
PAÍS VASCO,2010,20277,42.7286531,-1.9738375
PAÍS VASCO,2011,16823,42.7286531,-1.9738375
PAÍS VASCO,2012,17273,42.7286531,-1.9738375
PAÍS VASCO,2013,14833,42.7286531,-1.9738375
PAÍS VASCO,2014,14079,42.7286531,-1.9738375
PAÍS VASCO,2015,14012,42.7286531,-1.9738375
PAÍS VASCO,2016,13834,42.7286531,-1.9738375
PAÍS VASCO,2017,14295,42.7286531,-1.9738375
PAÍS VASCO,2018,14251,42.7286531,-1.9738375
PAÍS VASCO,2019,15179,42.7286531,-1.9738375
PAÍS VASCO,2020,13089,42.7286531,-1.9738375
PAÍS VASCO,2021,14343,42.7286531,-1.9738375
PAÍS VASCO,2022,14488,42.7286531,-1.9738375
REGIÓN DE MURCIA,1990,5559,37.9166355,-1.4779797
REGIÓN DE MURCIA,1991,561,37.9166355,-1.4779797
REGIÓN DE MURCIA,1992,583,37.9166355,-1.4779797
REGIÓN DE MURCIA,1993,5301,37.9166355,-1.4779797
REGIÓN DE MURCIA,1994,5849,37.9166355,-1.4779797
REGIÓN DE MURCIA,1995,5887,37.9166355,-1.4779797
REGIÓN DE MURCIA,1996,5877,37.9166355,-1.4779797
REGIÓN DE MURCIA,1997,5879,37.9166355,-1.4779797
REGIÓN DE MURCIA,1998,6492,37.9166355,-1.4779797
REGIÓN DE MURCIA,1999,6893,37.9166355,-1.4779797
REGIÓN DE MURCIA,2000,7413,37.9166355,-1.4779797
REGIÓN DE MURCIA,2001,774,37.9166355,-1.4779797
REGIÓN DE MURCIA,2002,847,37.9166355,-1.4779797
REGIÓN DE MURCIA,2003,7694,37.9166355,-1.4779797
REGIÓN DE MURCIA,2004,7705,37.9166355,-1.4779797
REGIÓN DE MURCIA,2005,8041,37.9166355,-1.4779797
REGIÓN DE MURCIA,2006,9896,37.9166355,-1.4779797
REGIÓN DE MURCIA,2007,11203,37.9166355,-1.4779797
REGIÓN DE MURCIA,2008,12328,37.9166355,-1.4779797
REGIÓN DE MURCIA,2009,10071,37.9166355,-1.4779797
REGIÓN DE MURCIA,2010,9073,37.9166355,-1.4779797
REGIÓN DE MURCIA,2011,8486,37.9166355,-1.4779797
REGIÓN DE MURCIA,2012,8899,37.9166355,-1.4779797
REGIÓN DE MURCIA,2013,8273,37.9166355,-1.4779797
REGIÓN DE MURCIA,2014,8473,37.9166355,-1.4779797
REGIÓN DE MURCIA,2015,8118,37.9166355,-1.4779797
REGIÓN DE MURCIA,2016,7855,37.9166355,-1.4779797
REGIÓN DE MURCIA,2017,8953,37.9166355,-1.4779797
REGIÓN DE MURCIA,2018,9108,37.9166355,-1.4779797
REGIÓN DE MURCIA,2019,10326,37.9166355,-1.4779797
REGIÓN DE MURCIA,2020,9387,37.9166355,-1.4779797
REGIÓN DE MURCIA,2021,948,37.9166355,-1.4779797
REGIÓN DE MURCIA,2022,11033,37.9166355,-1.4779797
